order_id,customer_id,product_id,order_date,quantity,discount_pct,payment_method,order_value,delivery_status,return_flag
252656,47274,8675,2026-05-02,1,0,COD,4531.29,Delivered,0
110431,96298,5019,2026-04-11,1,0,COD,240.6,Delivered,0
945411,49967,3260,2026-01-23,1,0,COD,539.58,Delivered,0
172961,53750,3133,2025-08-08,3,0,Paytm_UPI,630.55,Delivered,0
454737,22624,6910,2025-11-06,1,20,Paytm_UPI,680.59,Delivered,0
521161,43903,6910,2026-05-02,1,10,COD,765.67,Delivered,0
272306,98150,5961,2025-12-22,1,0,Paytm_UPI,235.75,Delivered,0
164454,52233,6300,2025-12-06,3,0,Paytm_UPI,451.89,Delivered,0
896070,10205,8147,2025-07-21,1,20,COD,629.75,Delivered,0
792244,99224,1425,2026-06-30,2,10,COD,629.24,Delivered,0
772625,23168,8388,2025-09-03,1,0,Paytm_UPI,1488.21,Delivered,0
702466,47880,9824,2025-07-29,1,0,Paytm_UPI,328.09,Delivered,0
762288,69606,8837,2026-04-10,1,20,COD,232.31,Delivered,0
937886,94182,7535,2026-03-20,1,10,Paytm_Wallet,1149.98,Delivered,0
645027,38183,2468,2025-10-29,1,0,COD,906.52,Delivered,0
539673,30940,9444,2025-12-10,1,10,Paytm_Wallet,779.2,Delivered,0
813944,64008,8423,2026-04-05,1,0,COD,3310.26,Delivered,0
680502,19099,3519,2026-06-11,1,0,COD,527.13,Delivered,0
419105,82628,3805,2026-04-13,1,10,Paytm_Wallet,94.72,Delivered,0
878774,31174,5273,2025-11-05,1,0,COD,747.82,Delivered,0
460875,47171,3323,2025-07-10,1,0,COD,4687.16,Delivered,0
967176,25403,1673,2025-10-23,1,10,Paytm_UPI,2369.2,Delivered,0
653429,68224,1067,2026-03-01,1,0,Paytm_UPI,521.67,Delivered,0
253995,46827,2196,2026-04-04,1,0,Paytm_UPI,4277.65,Delivered,0
523559,32241,1439,2025-12-27,1,10,Paytm_UPI,324.31,Delivered,0
775156,82754,4102,2025-09-24,1,0,COD,488.26,Delivered,0
670871,42541,9964,2026-03-06,2,0,COD,744.45,Delivered,0
926636,34979,1826,2026-03-04,1,10,Paytm_Wallet,430.39,Delivered,0
783710,57223,2911,2025-12-25,3,10,Paytm_UPI,689.78,Delivered,0
831351,36633,8987,2025-11-18,1,0,Paytm_UPI,553.76,Delivered,0
951266,22208,7470,2026-05-06,1,0,COD,614.95,Returned,1
780271,46899,1587,2025-12-11,1,10,COD,637.1,Delivered,0
913066,96956,7438,2025-09-21,1,10,COD,4299.7,Delivered,0
416178,83005,1231,2025-08-08,1,10,COD,625.49,Delivered,0
138766,97044,7766,2026-01-31,1,20,COD,637.27,Delivered,0
450741,36302,7283,2025-12-05,1,10,Paytm_UPI,2912.45,Delivered,0
860321,33583,9311,2026-04-12,1,0,COD,559.26,Delivered,0
876000,66346,1471,2026-06-13,1,20,Paytm_UPI,2175.78,Delivered,0
232126,24585,5198,2026-01-25,1,0,COD,395.82,Delivered,0
667059,63422,1425,2025-10-25,1,0,COD,699.16,Delivered,0
324116,94494,4248,2025-08-12,1,10,COD,326.32,Delivered,0
636526,72973,6804,2026-02-06,1,0,COD,2658.85,Delivered,0
427420,45705,1994,2026-01-25,1,10,Paytm_UPI,372.4,Delivered,0
457259,18957,3229,2026-04-27,1,10,Paytm_UPI,392.95,Delivered,0
766564,84569,3014,2025-09-07,1,0,Paytm_UPI,653.93,Delivered,0
124559,73827,1834,2025-07-17,1,10,COD,4339.65,Delivered,0
935294,87194,5382,2026-02-01,1,0,Paytm_UPI,537.39,Delivered,0
721285,90746,8715,2025-10-15,1,20,Paytm_UPI,2237.0,Delivered,0
353063,70846,3955,2026-05-26,1,0,Paytm_UPI,593.99,Delivered,0
911763,82682,2040,2025-11-02,1,0,COD,1224.27,Delivered,0
861800,36326,9973,2025-12-18,1,0,Paytm_UPI,662.29,Delivered,0
629818,89806,1853,2025-08-18,1,10,Paytm_UPI,599.91,Delivered,0
867543,26315,6841,2025-07-30,1,0,Paytm_UPI,154.29,Delivered,0
982464,31206,7358,2025-11-28,1,0,Paytm_UPI,357.21,Delivered,0
372374,93824,8139,2026-03-07,1,0,COD,879.05,Delivered,0
632151,49745,5398,2025-11-21,1,0,COD,826.5,Delivered,0
229827,38091,4671,2025-07-25,1,0,Paytm_UPI,346.06,Delivered,0
893310,67917,5155,2026-03-16,1,0,Paytm_UPI,154.31,Delivered,0
230809,74178,1336,2025-12-28,1,0,COD,1363.81,Delivered,0
412434,89807,3525,2026-02-14,1,0,Paytm_Wallet,2647.03,Delivered,0
872652,33040,5175,2025-07-09,1,0,Paytm_Wallet,596.86,Delivered,0
575159,20358,7914,2025-11-15,3,0,Paytm_UPI,3402.79,Delivered,0
347565,77715,7822,2026-05-15,1,10,Paytm_UPI,3070.79,Delivered,0
881984,50250,8675,2026-02-17,1,0,Paytm_UPI,4531.29,Delivered,0
693071,85085,3813,2026-04-10,1,0,COD,847.31,Delivered,0
758237,39831,5275,2026-03-22,1,0,COD,968.58,Delivered,0
659193,48671,9655,2026-05-30,1,10,COD,135.83,Delivered,0
724478,17754,4531,2025-10-05,1,10,Paytm_UPI,997.62,Returned,1
467355,82628,5068,2025-10-31,2,0,Paytm_UPI,683.39,Delivered,0
398357,55603,7799,2026-03-23,1,0,COD,1289.87,Delivered,0
922911,10800,3959,2026-05-19,1,0,Paytm_UPI,2916.42,Delivered,0
849579,29601,7979,2026-02-14,1,0,Paytm_UPI,1924.65,Delivered,0
805097,72193,5089,2025-08-30,1,20,Paytm_Wallet,533.43,Delivered,0
849051,92211,2516,2025-11-30,1,0,Paytm_UPI,971.9,Delivered,0
644909,22217,2941,2026-04-19,1,20,Paytm_UPI,1828.9,Delivered,0
359662,92441,8724,2025-08-16,1,0,COD,940.76,Delivered,0
443772,90304,4479,2026-01-23,1,0,COD,462.01,Delivered,0
710658,63138,8715,2025-09-19,1,20,COD,2237.0,Returned,1
962813,52065,3187,2026-05-05,3,10,COD,91.0,Delivered,0
478816,85750,4799,2025-12-30,1,0,Paytm_UPI,481.73,Delivered,0
202747,32103,8688,2025-09-01,1,20,Paytm_Wallet,638.23,Returned,1
846209,74454,2934,2025-12-19,2,10,COD,1133.3,Delivered,0
968679,84141,9063,2025-12-14,1,10,Paytm_UPI,1202.09,Delivered,0
185927,60194,4431,2025-08-11,2,0,COD,571.32,Delivered,0
165214,61061,4328,2025-12-19,1,0,COD,520.4,Delivered,0
236381,27172,8592,2026-01-07,1,10,Paytm_UPI,469.17,Delivered,0
325217,52034,1266,2025-12-27,1,0,Paytm_UPI,311.04,Delivered,0
181865,74454,8755,2025-11-27,1,0,Paytm_Wallet,1463.69,Delivered,0
809699,20277,8949,2026-01-27,1,10,Paytm_UPI,735.61,Delivered,0
522317,15741,7853,2026-02-20,2,10,Paytm_UPI,674.24,Delivered,0
686120,26315,3260,2026-01-24,2,10,COD,485.62,Delivered,0
916656,80373,8669,2025-12-07,2,10,COD,3429.08,Delivered,0
376502,61435,7822,2026-02-18,3,10,Paytm_UPI,3070.79,Delivered,0
623058,37742,5806,2026-03-11,1,0,COD,463.55,Delivered,0
543990,41399,1095,2025-12-24,1,0,COD,1179.24,Delivered,0
822487,76426,7931,2026-07-03,1,0,COD,775.2,Delivered,0
613321,18200,9274,2026-04-17,1,0,COD,320.31,Delivered,0
537174,42895,7811,2026-05-22,1,0,Paytm_Wallet,120.0,Delivered,0
270753,86569,5636,2025-09-01,1,0,COD,340.4,Returned,1
630354,99658,2922,2025-08-25,1,10,Paytm_UPI,388.36,Delivered,0
608312,52558,8371,2026-04-09,1,10,COD,281.64,Delivered,0
579946,31368,2339,2025-08-26,2,0,COD,143.94,Delivered,0
838747,26429,2516,2026-01-22,1,20,Paytm_UPI,777.52,Delivered,0
654844,99922,6908,2025-08-21,1,20,COD,747.79,Delivered,0
828205,78997,5262,2025-09-27,1,0,COD,803.17,Delivered,0
577555,90931,4411,2026-01-06,1,0,COD,126.58,Delivered,0
134191,18834,3527,2026-04-22,3,0,COD,592.37,Delivered,0
264458,19514,5764,2026-02-09,1,0,COD,2954.53,Delivered,0
487272,20527,3118,2026-06-29,2,10,Paytm_UPI,1513.06,Delivered,0
224535,84000,3229,2026-02-25,1,10,COD,392.95,Delivered,0
993719,87814,5975,2025-12-12,2,20,Paytm_UPI,143.46,Delivered,0
215695,94343,5273,2025-08-22,2,0,COD,747.82,Returned,1
487538,20350,9311,2026-02-14,1,0,COD,559.26,Delivered,0
403657,21442,8671,2025-07-22,1,20,COD,3933.34,Delivered,0
648171,70686,2833,2025-09-04,1,0,COD,181.32,Returned,1
223461,60667,6294,2025-11-28,1,0,Paytm_UPI,2779.34,Delivered,0
419736,30866,8093,2025-11-29,1,0,COD,328.3,Delivered,0
417991,89551,3703,2025-10-29,1,0,Paytm_UPI,541.83,Delivered,0
609529,31368,5019,2025-07-17,1,0,COD,240.6,Delivered,0
929637,46681,6556,2025-08-31,1,0,COD,1097.05,Delivered,0
249044,46899,7979,2026-05-07,1,10,Paytm_UPI,1732.19,Delivered,0
718265,20735,3527,2025-12-17,1,20,Paytm_UPI,473.9,Delivered,0
151014,99803,1781,2026-07-05,2,0,COD,4186.04,Delivered,0
419987,83772,6451,2026-06-17,1,0,Paytm_UPI,497.45,Delivered,0
397252,17780,1321,2025-09-28,1,10,Paytm_UPI,305.09,Delivered,0
291970,83183,9074,2026-05-21,2,0,Paytm_UPI,519.28,Returned,1
875590,55537,5021,2026-01-12,1,0,COD,4150.35,Delivered,0
102187,58878,3561,2025-08-23,1,0,Paytm_UPI,905.16,Delivered,0
674134,21898,2644,2025-11-19,1,20,COD,581.09,Returned,1
170846,69770,8139,2026-06-10,1,10,Paytm_UPI,791.14,Delivered,0
146852,30578,5289,2025-12-16,1,0,COD,731.82,Delivered,0
604550,21442,8007,2026-02-14,2,20,COD,317.71,Delivered,0
424745,55071,8724,2026-02-11,1,0,COD,940.76,Delivered,0
574348,99727,4365,2026-06-21,1,20,Paytm_UPI,3691.1,Delivered,0
454233,98511,7020,2026-05-06,1,10,COD,568.15,Returned,1
495633,77582,3427,2026-01-07,2,10,COD,486.22,Delivered,0
974994,48175,6820,2026-04-12,3,10,COD,1237.32,Delivered,0
974180,26632,5248,2026-02-27,1,10,Paytm_UPI,3537.53,Delivered,0
239260,36071,7548,2026-04-28,1,0,Paytm_UPI,3790.03,Delivered,0
245251,91851,6174,2026-01-19,1,10,Paytm_UPI,99.4,Delivered,0
767376,92662,8397,2026-01-02,1,0,Paytm_UPI,245.87,Delivered,0
898678,47079,4278,2025-12-28,1,0,COD,725.82,Delivered,0
799631,97932,4677,2025-12-28,1,10,Paytm_UPI,186.54,Delivered,0
256219,40102,6294,2026-06-08,1,0,Paytm_UPI,2779.34,Returned,1
863220,80686,5289,2025-11-10,2,20,COD,585.46,Delivered,0
193653,68313,8987,2026-05-13,1,0,Paytm_UPI,553.76,Delivered,0
755119,76321,4337,2026-03-22,1,0,Paytm_Wallet,530.42,Delivered,0
753880,91980,4000,2025-12-13,2,10,Paytm_UPI,3213.19,Delivered,0
506045,67372,5469,2025-10-05,1,10,COD,271.07,Delivered,0
514603,99006,4394,2025-11-15,1,0,COD,601.36,Delivered,0
667273,90654,3257,2025-07-24,1,20,Paytm_UPI,717.63,Delivered,0
803011,56168,3643,2026-06-17,1,20,Paytm_UPI,557.37,Delivered,0
564620,36302,2644,2026-04-18,3,10,Paytm_UPI,653.72,Delivered,0
390848,61248,4394,2026-03-14,1,0,COD,601.36,Delivered,0
192830,32779,3736,2026-06-08,1,20,Paytm_UPI,130.52,Delivered,0
273659,65082,1962,2026-04-07,1,10,Paytm_UPI,3225.29,Delivered,0
126008,10562,6323,2026-02-14,2,10,COD,458.55,Delivered,0
760717,57416,5033,2026-05-12,1,20,Paytm_UPI,764.87,Delivered,0
909076,91416,2457,2026-04-07,1,20,Paytm_UPI,307.17,Delivered,0
423850,25525,9161,2026-02-09,1,10,Paytm_UPI,1335.26,Delivered,0
776498,43850,8112,2025-08-24,1,0,COD,3387.7,Returned,1
775192,31643,1357,2026-02-09,2,20,Paytm_Wallet,519.38,Delivered,0
189288,12560,8233,2025-09-19,2,10,COD,856.55,Delivered,0
748758,47762,9638,2026-02-02,1,10,COD,253.76,Delivered,0
704876,29613,3476,2026-04-27,1,10,COD,2874.13,Delivered,0
155442,62235,7931,2026-02-13,1,10,Paytm_UPI,697.68,Delivered,0
647098,68341,7853,2025-09-18,2,0,Paytm_UPI,749.16,Delivered,0
887017,92956,3525,2026-01-07,1,10,COD,2382.33,Delivered,0
627054,90981,2461,2026-06-20,3,0,Paytm_UPI,3950.88,Delivered,0
119570,29025,6533,2025-08-22,1,20,COD,563.36,Delivered,0
790229,88966,3095,2026-07-05,1,0,Paytm_UPI,932.28,Delivered,0
657695,43126,8987,2025-09-14,1,0,Paytm_UPI,553.76,Delivered,0
119895,56548,9096,2025-10-21,1,0,Paytm_UPI,4000.58,Delivered,0
924974,73001,8388,2025-09-24,3,10,Paytm_UPI,1339.39,Delivered,0
357201,94498,8129,2026-05-25,3,0,COD,747.73,Returned,1
839893,83385,7706,2026-05-28,1,10,Paytm_UPI,250.83,Delivered,0
707705,64891,3654,2025-12-26,3,0,COD,749.57,Delivered,0
188759,52558,5786,2026-05-16,2,10,COD,104.12,Delivered,0
659461,22622,7931,2026-02-27,2,20,COD,620.16,Delivered,0
435996,24563,5358,2025-12-10,2,0,COD,769.84,Delivered,0
717499,92213,1909,2025-07-24,2,0,Paytm_UPI,301.09,Delivered,0
615346,80008,8724,2026-06-06,1,0,Paytm_Wallet,940.76,Delivered,0
124393,51505,6927,2025-11-16,1,0,Paytm_UPI,792.91,Delivered,0
558245,44664,7241,2025-09-15,1,0,Paytm_UPI,3597.92,Delivered,0
535092,80143,8129,2025-07-16,1,0,COD,747.73,Delivered,0
653545,56346,5469,2025-11-07,1,0,Paytm_UPI,301.19,Delivered,0
500567,33448,8499,2025-10-14,1,0,COD,636.21,Delivered,0
195446,59856,2382,2025-08-20,1,0,COD,703.02,Delivered,0
204158,52476,7259,2026-02-02,1,0,COD,1108.27,Delivered,0
276324,36569,2459,2025-10-25,2,0,Paytm_UPI,998.52,Delivered,0
251030,80517,4274,2025-09-15,1,20,COD,562.38,Delivered,0
367968,75373,8147,2026-05-01,1,0,COD,787.19,Delivered,0
193982,99192,3133,2025-09-04,1,20,Paytm_UPI,504.44,Delivered,0
421697,29536,3703,2025-12-12,1,20,COD,433.46,Delivered,0
811572,51144,8345,2025-09-10,1,0,Paytm_UPI,2134.12,Delivered,0
161775,82682,1523,2026-03-02,1,0,Paytm_UPI,407.21,Delivered,0
441092,95649,5830,2025-09-15,1,0,COD,144.59,Delivered,0
128491,36724,7241,2026-04-10,1,0,Paytm_Wallet,3597.92,Delivered,0
161343,67372,5289,2025-10-30,1,10,Paytm_UPI,658.64,Delivered,0
508881,26880,4677,2025-08-14,1,0,Paytm_Wallet,207.27,Delivered,0
435587,25670,7722,2025-08-31,1,0,Paytm_UPI,600.89,Delivered,0
532876,95649,2644,2026-06-18,3,0,Paytm_UPI,726.36,Delivered,0
439966,93695,3257,2025-10-15,1,0,Paytm_UPI,897.04,Delivered,0
493754,31643,3323,2026-07-07,1,0,COD,4687.16,Delivered,0
967949,36170,2522,2026-06-21,1,0,Paytm_Wallet,612.91,Delivered,0
226842,42846,2734,2025-07-27,1,0,Paytm_UPI,2178.94,Returned,1
312398,12900,3764,2025-10-08,2,0,COD,3361.17,Delivered,0
888669,52558,1826,2026-02-23,1,20,COD,382.57,Delivered,0
714496,87537,1339,2025-10-06,1,0,Paytm_UPI,461.02,Delivered,0
616926,43491,1311,2026-01-20,1,20,Paytm_UPI,87.39,Delivered,0
888938,66925,1738,2026-01-18,1,0,Paytm_UPI,511.02,Returned,1
503752,18083,7791,2025-08-20,1,0,COD,3950.3,Delivered,0
382368,94689,6841,2025-07-30,1,0,Paytm_UPI,154.29,Delivered,0
433799,94136,1781,2026-01-03,1,0,COD,4186.04,Delivered,0
679989,44079,2817,2025-12-12,1,10,Paytm_UPI,518.69,Delivered,0
168637,53321,1781,2026-01-11,2,10,COD,3767.44,Returned,1
130310,48616,2382,2025-12-12,1,0,Paytm_UPI,703.02,Delivered,0
764316,23224,1339,2025-10-05,1,0,Paytm_Wallet,461.02,Delivered,0
119527,84943,2435,2025-10-19,2,0,COD,616.16,Delivered,0
680990,59613,3540,2026-02-19,2,20,COD,247.31,Delivered,0
807890,41608,2669,2025-08-15,1,20,COD,761.46,Delivered,0
358281,28228,7922,2026-04-29,2,0,COD,216.76,Delivered,0
681652,20793,5270,2026-03-17,2,0,COD,455.41,Returned,1
923356,43913,3862,2025-08-24,1,10,Paytm_UPI,269.46,Delivered,0
419409,19225,6132,2026-02-12,3,0,Paytm_Wallet,579.04,Delivered,0
526504,51482,1231,2025-12-27,1,0,COD,694.99,Delivered,0
187984,85085,3862,2026-05-31,2,10,COD,269.46,Delivered,0
766683,57447,9063,2026-01-17,2,0,Paytm_UPI,1335.66,Delivered,0
313340,85085,2435,2026-05-07,1,10,COD,554.54,Delivered,0
249282,61949,8233,2025-11-28,1,0,Paytm_UPI,951.72,Delivered,0
666692,75234,1738,2025-09-10,2,0,COD,511.02,Delivered,0
920011,21401,8388,2025-10-10,1,0,COD,1488.21,Delivered,0
663646,86372,7182,2025-12-18,1,20,COD,926.57,Delivered,0
682119,96570,2915,2025-12-29,2,10,Paytm_UPI,2937.23,Delivered,0
143822,60014,4328,2025-07-07,1,20,COD,416.32,Returned,1
952118,21101,3115,2026-01-03,3,10,Paytm_UPI,362.21,Returned,1
969659,24371,6353,2026-03-05,2,0,COD,353.25,Delivered,0
403300,66948,2196,2026-03-17,1,0,Paytm_UPI,4277.65,Delivered,0
275512,53283,1293,2025-07-07,1,10,COD,677.52,Delivered,0
163098,43544,8499,2026-07-04,2,10,COD,572.59,Delivered,0
605608,61697,4747,2025-10-21,1,20,COD,763.18,Delivered,0
726909,95699,8364,2025-10-12,3,20,Paytm_UPI,1032.95,Delivered,0
980266,61435,4328,2026-03-28,1,10,COD,468.36,Delivered,0
498619,57303,8264,2025-11-20,2,0,COD,488.46,Delivered,0
983360,71824,2522,2026-03-09,1,0,COD,612.91,Delivered,0
323088,62235,3257,2026-02-19,1,10,COD,807.34,Delivered,0
